axis,seq_index,label,amplitude_deg,period_s,sample_count,mae_deg,rmse_deg,max_error_deg,ref_fit_amp_deg,actual_fit_amp_deg,amplitude_ratio,phase_lag_deg,ref_offset_deg,actual_offset_deg,output_abs_max_raw,current_abs_max_raw
pitch,1,A=5deg T=1s,5.0,1.0,1320,1.0959145184102381,1.2022045875497234,2.018473016466377,4.999942076212073,4.4936230955072585,0.8987350307289161,-19.275016859388582,-5.875742595187363e-05,-0.19866377220180223,2762.0,1713.0
pitch,2,A=20deg T=2s,20.0,2.0,1101,1.9514220190239724,2.1313546976206186,3.47269719628792,19.999344738821883,19.43590165598642,0.9718269228220396,-8.560005388803711,-0.00012605507491517739,-0.1313346751201112,4661.0,2980.0
