axis,seq_index,label,amplitude_deg,period_s,sample_count,mae_deg,rmse_deg,max_error_deg,ref_fit_amp_deg,actual_fit_amp_deg,amplitude_ratio,phase_lag_deg,ref_offset_deg,actual_offset_deg,output_abs_max_raw,current_abs_max_raw
yaw,1,A=5deg T=1s,5.0,1.0,1323,0.5730010159833963,0.6229439330171528,0.9497348412088527,4.999964378161826,4.851184328468854,0.9702437780671412,-10.015765078931674,-1.989806551297582e-06,-0.008260451200129604,1516.0,1064.0
yaw,2,A=20deg T=2s,20.0,2.0,1103,1.0734816736236137,1.1912348071245336,3.519450552370595,20.000003293176512,19.833853472413338,0.9916925103297427,-4.663828292410853,0.00013528658765584524,-0.004619379238132855,4570.0,3192.0
